Hüvelyes utca;Debrecen
Ibolya utca;Debrecen
Ifjúság utca;Debrecen
Iglice utca;Debrecen
Igló utca;Debrecen
Igric utca;Debrecen
Ildikó utca;Debrecen
Illyés Gyula utca;Debrecen
Ilona utca;Debrecen
Inda utca;Debrecen
Iparkamara utca;Debrecen
Ipoly utca;Debrecen
Irányi Dániel utca;Debrecen
Irén utca;Debrecen
Iringó utca;Debrecen
Irinyi utca;Debrecen
Iskola utca;Debrecen
Ispán utca;Debrecen
Ispotály utca;Debrecen
István király tér;Debrecen
István út;Debrecen
Iván mester utca;Debrecen
Izabella utca;Debrecen
Izsó utca;Debrecen
Jáger dűlő;Debrecen
Jámbor Lajos utca;Debrecen
Jánosi utca;Debrecen
János Vitéz utca;Debrecen
Jászai Mari utca;Debrecen
Jász utca;Debrecen
Jázmin utca;Debrecen
Jegenye utca;Debrecen
Jégvirág utca;Debrecen
Jenő utca;Debrecen
Jerikó utca;Debrecen
Jókai utca;Debrecen
Jonatán utca;Debrecen
Jósa Miklós utca;Debrecen
Jósika utca;Debrecen
Josta utca;Debrecen
Józsa István utca;Debrecen
Józsai utca;Debrecen
Józsakert utca;Debrecen
József Attila utca;Debrecen
József utca;Debrecen
Juharfa utca;Debrecen
Juhász Géza utca;Debrecen
Juhász Gyula utca;Debrecen
Jurisich utca;Debrecen
Kabar utca;Debrecen
Kacagány utca;Debrecen
Kadarcs utca;Debrecen
Kádárdűlő ;Debrecen
Kadarka utca;Debrecen
Kádár utca;Debrecen
Kádas utca;Debrecen
Kadosa utca;Debrecen
Kaffka Margit utca;Debrecen
Kakaslábfű utca;Debrecen
Kakas utca;Debrecen
Káka utca;Debrecen
Kaktusz utca;Debrecen
Kakukk utca;Debrecen
Kalász utca;Debrecen
Káliz utca;Debrecen
Kálmán Béla utca;Debrecen
Kálmáncsehi utca;Debrecen
Kálmán utca;Debrecen
Kálmos utca;Debrecen
Kalotaszeg tér;Debrecen
Kálvin tér;Debrecen
Kamarás utca;Debrecen
Kamilla utca;Debrecen
Kanális utca;Debrecen
Kandia utca;Debrecen
Kandó Kálmán utca;Debrecen
Kankalin utca;Debrecen
Kantár utca;Debrecen
Kántor utca;Debrecen
Kanyar sor;Debrecen
Kánya utca;Debrecen
Kapitány utca;Debrecen
Kápolnási utca;Debrecen
Kapor utca;Debrecen
Kaptár utca;Debrecen
Karabély utca;Debrecen
Karacs Ferenc utca;Debrecen
Karácsony György utca;Debrecen
Kárász utca;Debrecen
Kardos Albert utca;Debrecen
Kard utca;Debrecen
Kardvirág utca;Debrecen
Karinthy Frigyes utca;Debrecen
Kárókatona utca;Debrecen
Károli Gáspár tér;Debrecen
Károli Gáspár utca;Debrecen
Károlyi Mihály utca;Debrecen
Kárpáti Károly utca;Debrecen
Kartács utca;Debrecen
Kar utca;Debrecen
Kaskötő utca;Debrecen
Kassai út;Debrecen
Kastélykert utca;Debrecen
Kastély utca;Debrecen
Kasza köz;Debrecen
Kaszás utca;Debrecen
Kászon utca;Debrecen
Katalin utca;Debrecen
Katáng utca;Debrecen
Katona József utca;Debrecen
Kavics utca;Debrecen
Kazár utca;Debrecen
Kazinczy utca;Debrecen
Kecsege utca;Debrecen
Kecskerágó utca;Debrecen
Kéknyelű utca;Debrecen
Kékperje utca;Debrecen
Kékszilva utca;Debrecen
Kékszőlő utca;Debrecen
Kéky Lajos utca;Debrecen
Kelence utca;Debrecen
Keleti sor;Debrecen
Kemény Zsigmond utca;Debrecen
Kender utca;Debrecen
Kenézy Gyula utca;Debrecen
Kengyel zug;Debrecen
Kenyér utca;Debrecen
Kerecsen utca;Debrecen
Kerekes Ferenc utca;Debrecen
Kerékgyártó utca;Debrecen
Keresszegi utca;Debrecen
Keresztesi utca;Debrecen
Kérész utca;Debrecen
Kerezsi Endre utca;Debrecen
Kertbarát utca;Debrecen
Kertekalja utca;Debrecen
Kertész utca;Debrecen
Kerti utca;Debrecen
Kertváros utca;Debrecen
Kér utca;Debrecen
Késmárk utca;Debrecen
Keszeg utca;Debrecen
Keszi utca;Debrecen
Kétmalom utca;Debrecen
Keve utca;Debrecen
Kígyóhagyma utca;Debrecen
Kígyó köz;Debrecen
Kígyó utca;Debrecen
Kikelet utca;Debrecen
Kikerics utca;Debrecen
Kincseshegy utca;Debrecen
Kinizsi utca;Debrecen
Királyfű utca;Debrecen
Király utca;Debrecen
Kirgiz utca;Debrecen
Kisbánya utca;Debrecen
Kisbotos utca;Debrecen
Kisdobos utca;Debrecen
Kiserdő utca;Debrecen
Kisfaludy utca;Debrecen
Kishatár utca;Debrecen
Kishegyesi út;Debrecen
Kiskert utca;Debrecen
Kiskút utca;Debrecen
Kismacs 1-48 tanya;Debrecen
Kismarja utca;Debrecen
Kiss Áron utca;Debrecen
Kiss Ernő utca;Debrecen
Kiss József utca;Debrecen
Kiss Sámuel utca;Debrecen
Kistegez utca;Debrecen
Kistelek utca;Debrecen
Klaipeda utca;Debrecen
Klapka utca;Debrecen
Klastrompart sor;Debrecen
Klauzál Gábor utca;Debrecen
Knézich Károly utca;Debrecen
Kócsag utca;Debrecen
Kocsis utca;Debrecen
Kocsord utca;Debrecen
Kodály Zoltán utca;Debrecen
Kőfaragó utca;Debrecen
Kökény utca;Debrecen
Kökörcsin utca;Debrecen
Kölcsey utca;Debrecen
Köleséri Sámuel utca;Debrecen
Köles utca;Debrecen
Kolónia utca;Debrecen
Kolozsvári utca;Debrecen
Komáromi Csipkés György tér;Debrecen
Komáromi utca;Debrecen
Kömény utca;Debrecen
Komlóssy út;Debrecen
Komló utca;Debrecen
Kőműves utca;Debrecen
Kondoroskert utca;Debrecen
Kondoros utca;Debrecen
Könd utca;Debrecen
Konkoly utca;Debrecen
Köntösgát sor;Debrecen
Köntöskert utca;Debrecen
Kontyvirág utca;Debrecen
Könyök utca;Debrecen
Könyves Tóth Kálmán utca;Debrecen
Könyvkötő utca;Debrecen
Kopáncs utca;Debrecen
Kopja utca;Debrecen
Koppány utca;Debrecen
Korcsolyás utca;Debrecen
Kórház utca;Debrecen
Koriander utca;Debrecen
Kőrisfa utca;Debrecen
Kormorán utca;Debrecen
Kormosalma utca;Debrecen
Körömvirág utca;Debrecen
Kőrösi Csoma Sándor utca;Debrecen
Körös utca;Debrecen
Kóró utca;Debrecen
Korponai utca;Debrecen
Korsó utca;Debrecen
Körtefa utca;Debrecen
Kör utca;Debrecen
Kosárfonó utca;Debrecen
Kosbor utca;Debrecen
Kós Károly utca;Debrecen
Kossuth tér;Debrecen
Kossuth utca;Debrecen
Kőszeg utca;Debrecen
Köszméte utca;Debrecen
Köszörűs utca;Debrecen
Koszorú utca;Debrecen
Kosztolányi Dezső utca;Debrecen
Köteles utca;Debrecen
Kovács Pál utca;Debrecen
Kövirózsa utca;Debrecen
Közép utca;Debrecen
Kristály utca;Debrecen
Krónikás utca;Debrecen
Krúdy Gyula utca;Debrecen
Küküllő utca;Debrecen
Kulacs utca;Debrecen
Külcsere utca;Debrecen
Külső Diószegi út;Debrecen
Külső Létai út;Debrecen
Külső Sámsoni út;Debrecen
Külső Szoboszlói út;Debrecen
Külső-Vásártér ;Debrecen
Kunhalom utca;Debrecen
Kun utca;Debrecen
Kurta utca;Debrecen
Kürtgyarmat utca;Debrecen
Kürtös utca;Debrecen
Kurucz utca;Debrecen
Kútfő utca;Debrecen
Kút utca;Debrecen
Kútvölgyi utca;Debrecen
Kuvik utca;Debrecen
Labdarózsa utca;Debrecen
Laboda utca;Debrecen
Ladik utca;Debrecen
Lahner utca;Debrecen
Lakatos utca;Debrecen
Laktanya utca;Debrecen
Lámpás utca;Debrecen
Lándzsa utca;Debrecen
Lant utca;Debrecen
Lapály utca;Debrecen
Látókép utca;Debrecen
Laura utca;Debrecen
Lázár utca;Debrecen
Leánder utca;Debrecen
Leány utca;Debrecen
Legányi utca;Debrecen
Legátus utca;Debrecen
Legényrózsa utca;Debrecen
Légykapó utca;Debrecen
Lehel utca;Debrecen
Leiningen utca;Debrecen
Lejtős utca;Debrecen
Lenc utca;Debrecen
Lenkey János utca;Debrecen
Lépesméz utca;Debrecen
Lepkeszeg utca;Debrecen
Létai út;Debrecen
Levendula utca;Debrecen
Libakert utca;Debrecen
Libatop utca;Debrecen
Liget lakópark;Debrecen
Ligetszépe utca;Debrecen
Liget tér;Debrecen
Lilaakác utca;Debrecen
Liliom utca;Debrecen
Lilla tér;Debrecen
Lipták András utca;Debrecen
Lisznyai utca;Debrecen
Liszt Ferenc utca;Debrecen
Lóding utca;Debrecen
Lomb utca;Debrecen
Lomnic utca;Debrecen
Lónyai utca;Debrecen
Lőporos utca;Debrecen
Lórántffy utca;Debrecen
Lőrinc pap utca;Debrecen
Lóskúti út;Debrecen
Lőtér utca;Debrecen
Lovas utca;Debrecen
Lovász utca;Debrecen
Lóverseny köz;Debrecen
Lóverseny utca;Debrecen
Lucfenyő utca;Debrecen
Lugas utca;Debrecen
Lugossy utca;Debrecen
Luther utca;Debrecen
Mácsai Sándor utca;Debrecen
Macsi utca;Debrecen
Macs vasútállomás;Debrecen
Madách Imre tér;Debrecen
Madarász utca;Debrecen
Magház utca;Debrecen
Magtárház utca;Debrecen
Magtár utca;Debrecen
Magvető utca;Debrecen
Magyari utca;Debrecen
Magyar utca;Debrecen
Majoránna utca;Debrecen
Makkai Sándor utca;Debrecen
Makkos utca;Debrecen
Makó utca;Debrecen
Mák utca;Debrecen
Málna utca;Debrecen
Malom köz;Debrecen
Malom utca;Debrecen
Malvin utca;Debrecen
Mályva utca;Debrecen
Mandula utca;Debrecen
Manninger Gusztáv utca;Debrecen
Március 15. utca;Debrecen
Margaréta utca;Debrecen
Margit tér;Debrecen
Markotányos utca;Debrecen
Marokszedő utca;Debrecen
Maros utca;Debrecen
Maróthy György utca;Debrecen
Martinovics utca;Debrecen
Martonfalvi utca;Debrecen
Mátai utca;Debrecen
Mata János utca;Debrecen
Máta utca;Debrecen
Mathiász János utca;Debrecen
Mátyás király utca;Debrecen
Matyó utca;Debrecen
MÁV hegesztő telep;Debrecen
Mécsvirág utca;Debrecen
Medgyessy sétány;Debrecen
Medok utca;Debrecen
Medvefű utca;Debrecen
Meggyfás utca;Debrecen
Megyer köz;Debrecen
Megyer tér;Debrecen
Méheskert utca;Debrecen
Méhészföld tanya;Debrecen
Méhészkert ;Debrecen
Méhkas utca;Debrecen
Melinda utca;Debrecen
Melith utca;Debrecen
Méliusz tér;Debrecen
Melotai Nyilas utca;Debrecen
Ménrót utca;Debrecen
Menyhárt József tér;Debrecen
Mester utca;Debrecen
Mészáros Gergely kert;Debrecen
Mészáros utca;Debrecen
Meszena utca;Debrecen
Meszesi utca;Debrecen
Mészöly Géza utca;Debrecen
Mézesbáb utca;Debrecen
Mézescsók utca;Debrecen
Mézeshegy utca;Debrecen
Mézeshuszár utca;Debrecen
Mézeskalácsos utca;Debrecen
Mézeskard utca;Debrecen
Mézharmat utca;Debrecen
Mezőgazdász utca;Debrecen
Mező utca;Debrecen
Mihálylaki utca;Debrecen
Mikepércsi út;Debrecen
Mikes Kelemen utca;Debrecen
Miklós utca;Debrecen
Mikszáth Kálmán utca;Debrecen
Millennium tér;Debrecen
Mogyoró utca;Debrecen
Mohács utca;Debrecen
Moha utca;Debrecen
Mókus utca;Debrecen
